year,movie_name,world_box_office,domestic_box_office,domestic_percentage,foreign_box_office,foreign_percentage
2021,House of Gucci,"$153,939,176","$53,809,574",35%,"$100,129,602",65%
2021,Peter Rabbit 2: The Runaway,"$153,901,717","$40,501,717",26.3%,"$113,400,000",73.7%
2021,A Writer's Odyssey,"$150,123,320","$160,013",0.1%,"$149,963,307",99.9%
2021,The Boss Baby 2: Family Business,"$146,745,280","$57,300,280",39%,"$89,445,000",61%
2021,PAW Patrol: The Movie,"$144,327,371","$40,127,371",27.8%,"$104,200,000",72.2%
2021,Tom & Jerry,"$136,497,537","$46,536,687",34.1%,"$89,960,850",65.9%
2021,Be Somebody,"$132,326,332",-,-,"$132,326,332",100%
2021,Halloween Kills,"$131,647,155","$92,002,155",69.9%,"$39,645,000",30.1%
2021,Raya and the Last Dragon,"$130,423,032","$54,723,032",42%,"$75,700,000",58%
2021,Sister,"$128,317,206",-,-,"$128,317,206",100%
2021,The King's Man,"$125,897,478","$37,176,373",29.5%,"$88,721,105",70.5%
2021,The Addams Family 2,"$119,815,153","$56,489,153",47.1%,"$63,326,000",52.9%
2021,My Love,"$114,016,434","$86,252",<0.1%,"$113,930,182",99.9%
2021,Clifford the Big Red Dog,"$107,347,356","$48,947,356",45.6%,"$58,400,000",54.4%
2021,Wrath of Man,"$103,966,489","$27,466,489",26.4%,"$76,500,000",73.6%
2021,Detective Conan: The Scarlet Bullet,"$95,580,715",-,-,"$95,580,715",100%
2021,Evangelion: 3.0+1.01 Thrice Upon a Time,"$92,246,218",-,-,"$92,246,218",100%
2021,End Game,"$91,824,961","$23,149",<0.1%,"$91,801,812",100%
2021,Old,"$90,146,510","$48,276,510",53.6%,"$41,870,000",46.4%
2021,Mortal Kombat,"$84,416,731","$42,326,031",50.1%,"$42,090,700",49.9%
2021,Boonie Bears: The Wild Life,"$77,961,427",-,-,"$77,961,427",100%
2021,Candyman,"$77,411,570","$61,186,570",79%,"$16,225,000",21%
2021,The Forever Purge,"$76,994,245","$44,539,245",57.8%,"$32,455,000",42.2%
2021,West Side Story,"$76,016,171","$38,530,322",50.7%,"$37,485,849",49.3%
2021,1921,"$75,159,828",-,-,"$75,159,828",100%
2021,Hitman's Wife's Bodyguard,"$65,927,857","$38,014,727",57.7%,"$27,913,130",42.3%
2021,Escape Room: Tournament of Champions,"$65,774,490","$25,314,753",38.5%,"$40,459,737",61.5%
2021,Belle,"$64,682,271","$4,018,313",6.2%,"$60,663,958",93.8%
2021,Ron's Gone Wrong,"$60,692,022","$23,009,270",37.9%,"$37,682,752",62.1%
2021,Cloudy Mountain,"$58,340,541",-,-,"$58,340,541",100%
2021,Avatar 2021 Re-release,"$57,700,000",-,-,"$57,700,000",100%
2021,Nezha Reborn,"$56,088,478",-,-,"$56,088,478",100%
2021,Nobody,"$55,705,035","$27,568,035",49.5%,"$28,137,000",50.5%
2021,Upcoming,"$54,300,000",-,-,"$54,300,000",100%
2021,Man in Love,"$52,946,097",-,-,"$52,946,097",100%
2021,Break Through the Darkness,"$52,700,000",-,-,"$52,700,000",100%
2021,Schemes in Antiques,"$51,637,422","$36,501",<0.1%,"$51,600,921",99.9%
2021,Luca,"$49,750,471",-,-,"$49,750,471",100%
2021,Belfast,"$48,419,871","$9,250,870",19.1%,"$39,169,001",80.9%
2021,Don't Breathe 2,"$47,312,950","$32,712,950",69.1%,"$14,600,000",30.9%
2021,My Hero Academia: World Heroes' Mission,"$46,951,862","$12,271,658",26.1%,"$34,680,204",73.9%
2021,The French Dispatch,"$46,333,545","$16,124,375",34.8%,"$30,209,170",65.2%
2021,In the Heights,"$45,135,827","$29,975,167",66.4%,"$15,160,660",33.6%
2021,Love Will Tear Us Apart,"$45,060,290",-,-,"$45,060,290",100%
2021,Spirit Untamed,"$42,717,215","$17,716,215",41.5%,"$25,001,000",58.5%
2021,Spiral,"$40,618,920","$23,216,862",57.2%,"$17,402,058",42.8%
2021,Snake Eyes,"$40,064,325","$28,264,325",70.5%,"$11,800,000",29.5%
2021,Tokyo Revengers,"$39,714,073",-,-,"$39,714,073",100%
2021,Nightmare Alley,"$39,629,195","$11,338,107",28.6%,"$28,291,088",71.4%
2021,Nomadland,"$39,458,207","$3,700,000",9.4%,"$35,758,207",90.6%
2021,King Richard,"$39,359,895","$15,129,285",38.4%,"$24,230,610",61.6%
2021,Resident Evil: Welcome to Raccoon City,"$38,600,612","$17,000,612",44%,"$21,600,000",56%
2021,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,"$38,052,695",-,-,"$38,052,695",100%
2021,The Yinyang Master,"$37,690,000",-,-,"$37,690,000",100%
2021,Rurouni Kenshin: Final Chapter Part I - The Final,"$36,964,978",-,-,"$36,964,978",100%
2021,The Door Lock,"$36,100,000",-,-,"$36,100,000",100%
2021,I Fell in Love Like a Flower Bouquet,"$34,975,905",-,-,"$34,975,905",100%
2021,Malignant,"$34,892,041","$13,391,791",38.4%,"$21,500,250",61.6%
2021,Big Red Envelope,"$32,800,000",-,-,"$32,800,000",100%
2021,Licorice Pizza,"$32,297,250","$17,318,007",53.6%,"$14,979,243",46.4%
2021,Masquerade Night,"$32,287,400",-,-,"$32,287,400",100%
2021,Once Upon a Time in Hong Kong,"$32,218,874",-,-,"$32,218,874",100%
2021,Home Sweet Home,"$32,178,677",-,-,"$32,178,677",100%
2021,Respect,"$32,121,125","$24,278,399",75.6%,"$7,842,726",24.4%
2021,The Little Things,"$30,863,426","$15,342,746",49.7%,"$15,520,680",50.3%
2021,The Unholy,"$30,832,137","$15,532,137",50.4%,"$15,300,000",49.6%
2021,The Last Duel,"$30,552,111","$10,853,945",35.5%,"$19,698,166",64.5%
2021,Escape from Mogadishu,"$29,874,017","$346,271",1.2%,"$29,527,746",98.8%
2021,Master,"$28,692,230",-,-,"$28,692,230",100%
2021,The Last Warrior: Root of Evil,"$28,357,398",-,-,"$28,357,398",100%
2021,American Underdog,"$26,514,814","$26,514,814",100%,-,-
2021,Chaos Walking,"$26,508,132","$13,287,908",50.1%,"$13,220,224",49.9%
2021,The Courier,"$26,001,227","$6,613,432",25.4%,"$19,387,795",74.6%
2021,Spencer,"$23,807,786","$7,086,632",29.8%,"$16,721,154",70.2%
2021,Those Who Wish Me Dead,"$23,468,586","$7,407,200",31.6%,"$16,061,386",68.4%
2021,The Marksman,"$23,076,711","$15,566,093",67.5%,"$7,510,618",32.5%
2021,99.9 Criminal Lawyer: The Movie,"$23,055,069",-,-,"$23,055,069",100%
2021,Last Night in Soho,"$22,957,625","$10,127,625",44.1%,"$12,830,000",55.9%
2021,The Day We Lit Up the Sky,"$22,500,000",-,-,"$22,500,000",100%
2021,Kaamelott: First Installment,"$21,969,341","$188,000",0.9%,"$21,781,341",99.1%
2021,Parallel Mothers,"$21,954,598","$2,297,501",10.5%,"$19,657,097",89.5%
2021,After We Fell,"$21,610,371","$2,170,750",10%,"$19,439,621",90%
2021,Rurouni Kenshin: Final Chapter Part II - The Beginning,"$21,318,560",-,-,"$21,318,560",100%
2021,Wish Dragon,"$21,120,000",-,-,"$21,120,000",100%
2021,Stillwater,"$19,754,051","$14,465,535",73.2%,"$5,288,516",26.8%
2021,The Wolf and the Lion,"$19,593,179","$2,072,173",10.6%,"$17,521,006",89.4%
2021,Les Tuche 4,"$19,259,766",-,-,"$19,259,766",100%
2021,Dear Evan Hansen,"$19,123,789","$15,002,646",78.5%,"$4,121,143",21.5%
2021,The Pioneer,"$18,900,000",-,-,"$18,900,000",100%
2021,The Green Knight,"$18,888,418","$17,173,321",90.9%,"$1,715,097",9.1%
2021,Antlers,"$18,867,659","$10,619,670",56.3%,"$8,247,989",43.7%
2021,Sinkhole,"$18,804,231",-,-,"$18,804,231",100%
2021,Mobile Suit Gundam: Hathaway,"$18,731,309",-,-,"$18,731,309",100%
2021,The Stronghold,"$18,066,143",-,-,"$18,066,143",100%
2021,Bo Gia,"$17,480,489","$350,000",2%,"$17,130,489",98%
2021,The Dry,"$17,424,378","$364,237",2.1%,"$17,060,141",97.9%
2021,Gintama: The Final,"$17,252,960",-,-,"$17,252,960",100%
2021,Railway Heroes,"$17,223,542",-,-,"$17,223,542",100%
2021,Legend No. 17,"$16,977,165",-,-,"$16,977,165",100%
2021,Your Turn to Kill,"$16,511,822",-,-,"$16,511,822",100%
2021,Cry Macho,"$16,481,544","$10,310,734",62.6%,"$6,170,810",37.4%
2021,Reminiscence,"$16,430,773","$3,900,193",23.7%,"$12,530,580",76.3%
2021,Upon the Magic Roads,"$15,990,882",-,-,"$15,990,882",100%
2021,The Night House,"$15,437,703","$7,100,581",46%,"$8,337,122",54%
2021,Harry Potter and the Sorcerer's Stone 2021 Re-release,"$15,372,357","$799,342",5.2%,"$14,573,015",94.8%
2021,Drive My Car,"$15,344,741","$2,352,240",15.3%,"$12,992,501",84.7%
2021,Minari,"$15,312,445","$3,110,580",20.3%,"$12,201,865",79.7%
2021,Something About Love,"$15,204,017",-,-,"$15,204,017",100%
2021,Anita,"$15,026,604","$556,632",3.7%,"$14,469,972",96.3%
2021,The Tomorrow War,"$14,400,000",-,-,"$14,400,000",100%
2021,And So the Baton Is Passed,"$14,368,469",-,-,"$14,368,469",100%
2021,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,"$14,059,824",-,-,"$14,059,824",100%
2021,Sword Art Online: Progressive - Aria of a Starless Night,"$14,037,060","$1,050,000",7.5%,"$12,987,060",92.5%
2021,Christmas with the Chosen: The Messengers,"$13,728,000","$13,728,000",100%,-,-
2021,Eiffel,"$13,592,780","$433,336",3.2%,"$13,159,444",96.8%
2021,OSS 117: From Africa with Love,"$13,445,394",-,-,"$13,445,394",100%
2021,School of Magical Animals,"$13,441,618",-,-,"$13,441,618",100%
2021,Hostage: Missing Celebrity,"$13,125,970",-,-,"$13,125,970",100%
2021,The Many Saints of Newark,"$13,058,293","$8,237,403",63.1%,"$4,820,890",36.9%
2021,Vakeel Saab,"$13,056,490",-,-,"$13,056,490",100%
2021,Monkey King Reborn,"$13,002,635",-,-,"$13,002,635",100%
2021,No Escapes,"$12,916,151",-,-,"$12,916,151",100%
2021,The Bodin's in the Land of Smile,"$12,872,253",-,-,"$12,872,253",100%
2021,Character,"$12,571,501",-,-,"$12,571,501",100%
2021,The Worst Person in the World,"$12,139,804","$3,034,775",25%,"$9,105,029",75%
2021,On Your Mark,"$12,100,000",-,-,"$12,100,000",100%
2021,Stand by Me,"$11,900,000",-,-,"$11,900,000",100%
2021,On the Line,"$11,772,156",-,-,"$11,772,156",100%
2021,The Fable: The Killer Who Doesn't Kill,"$11,325,545",-,-,"$11,325,545",100%
2021,What Did You Eat Yesterday?,"$11,320,893",-,-,"$11,320,893",100%
2021,Aline,"$11,149,943","$667,815",6%,"$10,482,128",94%
2021,Krack,"$10,442,916",-,-,"$10,442,916",100%
2021,Kaiserschmarrndrama,"$10,357,720",-,-,"$10,357,720",100%
2021,"Caution, Hazardous Wife: The Movie","$10,356,359",-,-,"$10,356,359",100%
2021,Realm of Terracotta,"$10,341,512",-,-,"$10,341,512",100%
2021,Detective Conan: The Scarlet Alibi,"$10,308,627",-,-,"$10,308,627",100%
2021,Never Stop,"$10,224,935",-,-,"$10,224,935",100%
2021,Ainbo,"$9,739,101",-,-,"$9,739,101",100%
2021,Black Box,"$9,738,741",-,-,"$9,738,741",100%
2021,Sumikko Gurashi The Movie: The Magical Child Of The Blue Moonlit Night,"$9,735,732",-,-,"$9,735,732",100%
2021,The Soul,"$9,600,000",-,-,"$9,600,000",100%
2021,¡A todo tren! Destino Asturias,"$9,544,171",-,-,"$9,544,171",100%
2021,Baragaki: Unbroken Samurai,"$9,481,437",-,-,"$9,481,437",100%
2021,Dad,"$9,267,397",-,-,"$9,267,397",100%
2021,All About My Mother,"$8,900,000",-,-,"$8,900,000",100%
2021,The Eleventh Chapter,"$8,845,525",-,-,"$8,845,525",100%
2021,The Vault,"$8,803,864",-,-,"$8,803,864",100%
2021,Kaguya-sama: Love Is War,"$8,794,981",-,-,"$8,794,981",100%
2021,The Protégé,"$8,699,050","$7,446,823",85.6%,"$1,252,227",14.4%
2021,Agent Backkom: Kings Bear,"$8,578,734",-,-,"$8,578,734",100%
2021,The Medium,"$8,529,010",-,-,"$8,529,010",100%
2021,Lost Illusions,"$8,459,613","$66,277",0.8%,"$8,393,336",99.2%
2021,Honey Lemon Soda,"$8,441,488",-,-,"$8,441,488",100%
2021,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,"$8,377,569",-,-,"$8,377,569",100%
2021,Delicious,"$8,298,554",-,-,"$8,298,554",100%
2021,I Don't Have Any Money Left in My Retirement Account,"$8,204,616",-,-,"$8,204,616",100%
2021,White Snake 2: Green Snake,"$8,170,000",-,-,"$8,170,000",100%
2021,New Happy Dad and Son 4,"$8,070,000",-,-,"$8,070,000",100%
2021,Silver Skates,"$7,891,319",-,-,"$7,891,319",100%
2021,Sunny Sisters,"$7,880,000",-,-,"$7,880,000",100%
2021,Dziewczyny z Dubaju,"$7,754,083",-,-,"$7,754,083",100%
2021,Hard Hit,"$7,633,895",-,-,"$7,633,895",100%
2021,Little Canned Men,"$7,600,000",-,-,"$7,600,000",100%
2021,Pushpa: The Rise - Part 1,"$7,592,374","$1,320,000",17.4%,"$6,272,374",82.6%
2021,The Mauritanian,"$7,527,030","$836,536",11.1%,"$6,690,494",88.9%
2021,The Ice Road,"$7,502,846",-,-,"$7,502,846",100%
2021,Judas and the Black Messiah,"$7,428,769","$5,478,009",73.7%,"$1,950,760",26.3%
2021,Love Letter 2021 Re-release,"$7,400,000",-,-,"$7,400,000",100%
2021,Signal: The Movie,"$7,388,603",-,-,"$7,388,603",100%
2021,'83,"$7,351,061","$4,055,660",55.2%,"$3,295,401",44.8%
2021,Contra,"$7,216,863",-,-,"$7,216,863",100%
2021,Dear Tutu: Operation T-Rex,"$7,200,000",-,-,"$7,200,000",100%
2019,Avengers: Endgame,"$2,797,501,328","$858,373,000",30.7%,"$1,939,128,328",69.3%
2019,The Lion King,"$1,656,943,394","$543,638,043",32.8%,"$1,113,305,351",67.2%
2019,Frozen II,"$1,450,026,933","$477,373,578",32.9%,"$972,653,355",67.1%
2019,Spider-Man: Far from Home,"$1,131,927,996","$390,532,085",34.5%,"$741,395,911",65.5%
2019,Captain Marvel,"$1,128,274,794","$426,829,839",37.8%,"$701,444,955",62.2%
2019,Joker,"$1,074,251,311","$335,451,311",31.2%,"$738,800,000",68.8%
2019,Star Wars: Episode IX - The Rise of Skywalker,"$1,074,144,248","$515,202,542",48%,"$558,941,706",52%
2019,Toy Story 4,"$1,073,394,593","$434,038,008",40.4%,"$639,356,585",59.6%
2019,Aladdin,"$1,050,693,953","$355,559,216",33.8%,"$695,134,737",66.2%
2019,Jumanji: The Next Level,"$800,059,707","$320,314,960",40%,"$479,744,747",60%
2019,Fast & Furious Presents: Hobbs & Shaw,"$759,056,935","$173,956,935",22.9%,"$585,100,000",77.1%
2019,Ne Zha,"$726,063,471","$3,695,533",0.5%,"$722,367,938",99.5%
2019,The Wandering Earth,"$699,856,699","$5,971,413",0.9%,"$693,885,286",99.1%
2019,How to Train Your Dragon: The Hidden World,"$521,799,505","$160,799,505",30.8%,"$361,000,000",69.2%
2019,Maleficent: Mistress of Evil,"$491,730,089","$113,929,605",23.2%,"$377,800,484",76.8%
2019,It Chapter Two,"$473,093,228","$211,593,228",44.7%,"$261,500,000",55.3%
2019,"My People, My Country","$450,064,993","$2,356,683",0.5%,"$447,708,310",99.5%
2019,Pokémon: Detective Pikachu,"$433,005,346","$144,105,346",33.3%,"$288,900,000",66.7%
2019,The Secret Life of Pets 2,"$430,051,293","$158,874,395",36.9%,"$271,176,898",63.1%
2019,The Captain,"$417,282,021","$706,572",0.2%,"$416,575,449",99.8%
2019,Alita: Battle Angel,"$404,980,543","$85,838,210",21.2%,"$319,142,333",78.8%
2019,Godzilla: King of the Monsters,"$386,600,138","$110,500,138",28.6%,"$276,100,000",71.4%
2019,1917,"$384,919,389","$159,227,644",41.4%,"$225,691,745",58.6%
2019,Once Upon a Time... In Hollywood,"$374,375,059","$142,502,728",38.1%,"$231,872,331",61.9%
2019,Shazam!,"$365,971,656","$140,371,656",38.4%,"$225,600,000",61.6%
2019,Dumbo,"$353,284,621","$114,766,307",32.5%,"$238,518,314",67.5%
2019,Crazy Alien,"$327,598,891",-,-,"$327,598,891",100%
2019,John Wick: Chapter 3 - Parabellum,"$326,709,727","$171,015,687",52.3%,"$155,694,040",47.7%
2019,Knives Out,"$311,605,581","$165,363,234",53.1%,"$146,242,347",46.9%
2019,Terminator: Dark Fate,"$261,119,292","$62,253,077",23.8%,"$198,866,215",76.2%
2019,Parasite,"$258,632,621","$53,369,749",20.6%,"$205,262,872",79.4%
2019,Pegasus,"$255,863,112",-,-,"$255,863,112",100%
2019,Us,"$255,184,580","$175,084,580",68.6%,"$80,100,000",31.4%
2019,Men in Black: International,"$253,890,701","$80,001,807",31.5%,"$173,888,894",68.5%
2019,X-Men: Dark Phoenix,"$252,442,974","$65,845,974",26.1%,"$186,597,000",73.9%
2019,Glass,"$246,999,039","$111,048,468",45%,"$135,950,571",55%
2019,The Bravest,"$245,179,562","$290,217",0.1%,"$244,889,345",99.9%
2019,Annabelle Comes Home,"$231,252,591","$74,152,591",32.1%,"$157,100,000",67.9%
2019,Better Days,"$225,918,798","$1,921,657",0.9%,"$223,997,141",99.1%
2019,Ford v Ferrari,"$225,508,210","$117,624,357",52.2%,"$107,883,853",47.8%
2019,Little Women,"$216,601,214","$108,101,214",49.9%,"$108,500,000",50.1%
2019,The Addams Family,"$203,044,905","$100,044,905",49.3%,"$103,000,000",50.7%
2019,Rocketman,"$195,320,400","$96,368,160",49.3%,"$98,952,240",50.7%
2019,Weathering with You,"$193,932,489","$8,056,636",4.2%,"$185,875,853",95.8%
2019,The Lego Movie 2: The Second Part,"$192,306,508","$105,806,508",55%,"$86,500,000",45%
2019,Downton Abbey,"$192,199,131","$96,853,865",50.4%,"$95,345,266",49.6%
2019,Sheep Without a Shepherd,"$191,602,146",-,-,"$191,602,146",100%
2019,The White Storm 2: Drug Lords,"$189,396,380","$609,461",0.3%,"$188,786,919",99.7%
2019,Abominable,"$179,053,956","$60,716,390",33.9%,"$118,337,566",66.1%
2019,Ip Man 4: The Finale,"$176,345,966","$3,956,031",2.2%,"$172,389,935",97.8%
2019,Gemini Man,"$173,469,516","$48,546,770",28%,"$124,922,746",72%
2019,Spies in Disguise,"$171,616,764","$66,757,013",38.9%,"$104,859,751",61.1%
2019,Hustlers,"$157,563,598","$104,963,598",66.6%,"$52,600,000",33.4%
2019,The Climbers,"$156,892,866","$487,157",0.3%,"$156,405,709",99.7%
2019,Escape Room,"$155,712,077","$57,005,601",36.6%,"$98,706,476",63.4%
2019,Yesterday,"$154,608,507","$73,286,650",47.4%,"$81,321,857",52.6%
2019,The Angry Birds Movie 2,"$147,792,047","$41,667,116",28.2%,"$106,124,931",71.8%
2019,Angel Has Fallen,"$146,661,977","$69,030,436",47.1%,"$77,631,541",52.9%
2019,Ad Astra,"$127,461,872","$50,188,370",39.4%,"$77,273,502",60.6%
2019,Midway,"$127,420,861","$56,846,802",44.6%,"$70,574,059",55.4%
2019,The Upside,"$125,852,517","$108,252,517",86%,"$17,600,000",14%
2019,The Curse of La Llorona,"$123,133,739","$54,733,739",44.5%,"$68,400,000",55.5%
2019,Looking Up,"$122,994,583","$84,267",<0.1%,"$122,910,316",99.9%
2019,Zombieland: Double Tap,"$122,810,399","$73,123,082",59.5%,"$49,687,317",40.5%
2019,Last Christmas,"$121,550,750","$35,150,750",28.9%,"$86,400,000",71.1%
2019,Extreme Job,"$119,932,733","$1,565,885",1.3%,"$118,366,848",98.7%
2019,Dora and the Lost City of Gold,"$119,682,635","$60,477,943",50.5%,"$59,204,692",49.5%
2019,Wonder Park,"$119,559,110","$45,216,793",37.8%,"$74,342,317",62.2%
2019,P Storm,"$117,991,727","$326,711",0.3%,"$117,665,016",99.7%
2019,Detective Conan: The Fist of Blue Sapphire,"$115,570,314",-,-,"$115,570,314",100%
2019,The Gentlemen,"$115,171,795","$36,471,795",31.7%,"$78,700,000",68.3%
2019,Pet Sematary,"$113,118,226","$54,724,696",48.4%,"$58,393,530",51.6%
2019,Boonie Bears: Blast Into the Past,"$112,367,881",-,-,"$112,367,881",100%
2019,Good Boys,"$111,037,232","$83,140,306",74.9%,"$27,896,926",25.1%
2019,Scary Stories to Tell in the Dark,"$104,545,505","$68,947,075",65.9%,"$35,598,430",34.1%
2019,Line Walker 2: Invisible Spy,"$99,482,027","$296,751",0.3%,"$99,185,276",99.7%
2019,The New King of Comedy,"$95,618,308",-,-,"$95,618,308",100%
2019,The Hustle,"$95,017,038","$35,417,038",37.3%,"$59,600,000",62.7%
2019,Adoring,"$94,975,692",-,-,"$94,975,692",100%
2019,Crawl,"$91,542,097","$39,014,193",42.6%,"$52,527,904",57.4%
2019,Five Feet Apart,"$91,522,094","$45,729,221",50%,"$45,792,873",50%
2019,Rambo: Last Blood,"$91,490,353","$44,819,352",49%,"$46,671,001",51%
2019,Jojo Rabbit,"$90,335,025","$33,370,906",36.9%,"$56,964,119",63.1%
2019,Serial (Bad) Weddings 2,"$87,761,988",-,-,"$87,761,988",100%
2019,One Piece: Stampede,"$81,562,741","$1,298,528",1.6%,"$80,264,213",98.4%
2019,A Dog's Way Home,"$80,708,134","$42,004,346",52%,"$38,703,788",48%
2019,Cold Pursuit,"$76,419,755","$32,138,862",42.1%,"$44,280,893",57.9%
2019,A Dog's Journey,"$75,741,734","$22,782,371",30.1%,"$52,959,363",69.9%
2019,A Madea Family Funeral,"$74,747,725","$73,257,045",98%,"$1,490,680",2%
2019,Cats,"$73,833,348","$27,166,770",36.8%,"$46,666,578",63.2%
2019,Charlie's Angels,"$73,279,888","$17,803,077",24.3%,"$55,476,811",75.7%
2019,Doctor Sleep,"$72,381,712","$31,581,712",43.6%,"$40,800,000",56.4%
2019,What Men Want,"$72,216,294","$54,611,903",75.6%,"$17,604,391",24.4%
2019,After,"$69,518,232","$12,138,565",17.5%,"$57,379,667",82.5%
2019,Exit,"$69,501,772","$470,699",0.7%,"$69,031,073",99.3%
2019,Playing with Fire,"$69,412,425","$44,451,847",64%,"$24,960,578",36%
2019,A Beautiful Day in the Neighborhood,"$67,925,733","$61,704,055",90.8%,"$6,221,678",9.2%
2019,War,"$67,179,155","$4,654,000",6.9%,"$62,525,155",93.1%
2019,Eiga Doraemon: Nobita no getsumen tansaki,"$65,406,606",-,-,"$65,406,606",100%
2019,Happy Death Day 2U,"$64,600,152","$28,148,130",43.6%,"$36,452,022",56.4%
2019,White Snake,"$62,098,770","$34,730",<0.1%,"$62,064,040",99.9%
2019,Bombshell,"$61,404,394","$31,762,808",51.7%,"$29,641,586",48.3%
2019,Ashfall,"$61,354,854","$372,562",0.6%,"$60,982,292",99.4%
2019,Ma,"$61,105,672","$45,896,028",75.1%,"$15,209,644",24.9%
2019,My Best Summer,"$60,011,073",-,-,"$60,011,073",100%
2019,Ready or Not,"$57,615,777","$28,714,231",49.8%,"$28,901,546",50.2%
2019,Jade Dynasty,"$57,149,764",-,-,"$57,149,764",100%
2019,Das perfekte Geheimnis,"$56,573,047",-,-,"$56,573,047",100%
2019,The Big Shot,"$56,040,681",-,-,"$56,040,681",100%
2019,Hellboy,"$55,064,690","$21,903,748",39.8%,"$33,160,942",60.2%
2019,Long Shot,"$53,873,809","$30,316,271",56.3%,"$23,557,538",43.7%
2019,Just Mercy,"$50,851,872","$36,001,502",70.8%,"$14,850,370",29.2%
2019,Kingdom,"$50,574,061",-,-,"$50,574,061",100%
2019,Breakthrough,"$50,444,358","$40,713,082",80.7%,"$9,731,276",19.3%
2019,Uncut Gems,"$50,023,780","$50,023,780",100%,-,-
2019,21 Bridges,"$49,939,757","$28,539,757",57.1%,"$21,400,000",42.9%
2019,Song of Youth,"$49,615,508",-,-,"$49,615,508",100%
2019,The Grudge,"$49,511,319","$21,221,803",42.9%,"$28,289,516",57.1%
2019,Little,"$48,987,096","$40,860,481",83.4%,"$8,126,615",16.6%
2019,Isn't It Romantic,"$48,791,187","$48,791,187",100%,-,-
2019,The Legend of Hei,"$48,507,082",-,-,"$48,507,082",100%
2019,Countdown,"$48,021,766","$25,621,766",53.4%,"$22,400,000",46.6%
2019,Midsommar,"$47,863,365","$27,426,361",57.3%,"$20,437,004",42.7%
